country,year,amount,gas
Australia,2014,393126.95,CO2 without lulucf
Australia,2013,396913.94,CO2 without lulucf
Australia,2012,406462.85,CO2 without lulucf
Australia,2011,403705.53,CO2 without lulucf
Australia,2010,406200.99,CO2 without lulucf
Australia,2009,408448.48,CO2 without lulucf
Australia,2008,404237.83,CO2 without lulucf
Australia,2007,398816.45,CO2 without lulucf
Australia,2006,391134.1,CO2 without lulucf
Australia,2005,385581.13,CO2 without lulucf
Australia,2004,381519.26,CO2 without lulucf
Australia,2003,368345.98,CO2 without lulucf
Australia,2002,361861.39,CO2 without lulucf
Australia,2001,357653.33,CO2 without lulucf
Australia,2000,349885.43,CO2 without lulucf
Australia,1999,343713.91,CO2 without lulucf
Australia,1998,334328.14,CO2 without lulucf
Australia,1997,320439.12,CO2 without lulucf
Australia,1996,311914.82,CO2 without lulucf
Australia,1995,305162.54,CO2 without lulucf
Australia,1994,293830.71,CO2 without lulucf
Australia,1993,289142.27,CO2 without lulucf
Australia,1992,284766.09,CO2 without lulucf
Australia,1991,279741.64,CO2 without lulucf
Australia,1990,278265.9,CO2 without lulucf
Austria,2014,64262.56,CO2 without lulucf
Austria,2013,67957.12,CO2 without lulucf
Austria,2012,67698.66,CO2 without lulucf
Austria,2011,70327.17,CO2 without lulucf
Austria,2010,72531.83,CO2 without lulucf
Austria,2009,67682.73,CO2 without lulucf
Austria,2008,74066.26,CO2 without lulucf
Austria,2007,74268.11,CO2 without lulucf
Austria,2006,76934.95,CO2 without lulucf
Austria,2005,79588.5,CO2 without lulucf
Austria,2004,78389.0,CO2 without lulucf
Austria,2003,78023.95,CO2 without lulucf
Austria,2002,72126.59,CO2 without lulucf
Austria,2001,70299.47,CO2 without lulucf
Austria,2000,66274.74,CO2 without lulucf
Austria,1999,65660.13,CO2 without lulucf
Austria,1998,67047.25,CO2 without lulucf
Austria,1997,67455.89,CO2 without lulucf
Austria,1996,67667.26,CO2 without lulucf
Austria,1995,64202.16,CO2 without lulucf
Austria,1994,61189.1,CO2 without lulucf
Austria,1993,60790.76,CO2 without lulucf
Austria,1992,60432.25,CO2 without lulucf
Austria,1991,65903.51,CO2 without lulucf
Austria,1990,62297.17,CO2 without lulucf
Belarus,2014,60615.65,CO2 without lulucf
Belarus,2013,61510.99,CO2 without lulucf
Belarus,2012,60636.85,CO2 without lulucf
Belarus,2011,61128.4,CO2 without lulucf
Belarus,2010,61632.49,CO2 without lulucf
Belarus,2009,59596.21,CO2 without lulucf
Belarus,2008,63846.1,CO2 without lulucf
Belarus,2007,61563.88,CO2 without lulucf
Belarus,2006,62229.4,CO2 without lulucf
Belarus,2005,59664.74,CO2 without lulucf
Belarus,2004,58457.65,CO2 without lulucf
Belarus,2003,54845.15,CO2 without lulucf
Belarus,2002,53843.7,CO2 without lulucf
Belarus,2001,53783.85,CO2 without lulucf
Belarus,2000,53686.86,CO2 without lulucf
Belarus,1999,55033.95,CO2 without lulucf
Belarus,1998,57426.33,CO2 without lulucf
Belarus,1997,60971.82,CO2 without lulucf
Belarus,1996,57251.36,CO2 without lulucf
Belarus,1995,56005.94,CO2 without lulucf
Belarus,1994,62402.28,CO2 without lulucf
Belarus,1993,75551.76,CO2 without lulucf
Belarus,1992,87060.81,CO2 without lulucf
Belarus,1991,93649.17,CO2 without lulucf
Belarus,1990,100438.1,CO2 without lulucf
Belgium,2014,96325.41,CO2 without lulucf
Belgium,2013,101744.74,CO2 without lulucf
Belgium,2012,100931.6,CO2 without lulucf
Belgium,2011,104945.71,CO2 without lulucf
Belgium,2010,114155.39,CO2 without lulucf
Belgium,2009,107282.54,CO2 without lulucf
Belgium,2008,120362.61,CO2 without lulucf
Belgium,2007,118027.41,CO2 without lulucf
Belgium,2006,122319.59,CO2 without lulucf
Belgium,2005,125118.02,CO2 without lulucf
Belgium,2004,128640.48,CO2 without lulucf
Belgium,2003,127523.99,CO2 without lulucf
Belgium,2002,126015.19,CO2 without lulucf
Belgium,2001,125649.37,CO2 without lulucf
Belgium,2000,126315.21,CO2 without lulucf
Belgium,1999,124208.07,CO2 without lulucf
Belgium,1998,129737.09,CO2 without lulucf
Belgium,1997,123495.74,CO2 without lulucf
Belgium,1996,129010.47,CO2 without lulucf
Belgium,1995,125519.44,CO2 without lulucf
Belgium,1994,124426.89,CO2 without lulucf
Belgium,1993,121156.96,CO2 without lulucf
Belgium,1992,122217.92,CO2 without lulucf
Belgium,1991,123130.65,CO2 without lulucf
Belgium,1990,119982.5,CO2 without lulucf
Bulgaria,2014,45139.96,CO2 without lulucf
Bulgaria,2013,42534.93,CO2 without lulucf
Bulgaria,2012,48117.56,CO2 without lulucf
Bulgaria,2011,53020.98,CO2 without lulucf
Bulgaria,2010,47678.65,CO2 without lulucf
Bulgaria,2009,45487.87,CO2 without lulucf
Bulgaria,2008,53655.14,CO2 without lulucf
Bulgaria,2007,55184.42,CO2 without lulucf
Bulgaria,2006,51446.28,CO2 without lulucf
Bulgaria,2005,50191.12,CO2 without lulucf
Bulgaria,2004,49170.34,CO2 without lulucf
Bulgaria,2003,49971.15,CO2 without lulucf
Bulgaria,2002,45786.29,CO2 without lulucf
Bulgaria,2001,48568.92,CO2 without lulucf
Bulgaria,2000,44896.67,CO2 without lulucf
Bulgaria,1999,45751.79,CO2 without lulucf
Bulgaria,1998,52143.36,CO2 without lulucf
Bulgaria,1997,54790.13,CO2 without lulucf
Bulgaria,1996,57581.19,CO2 without lulucf
Bulgaria,1995,57221.61,CO2 without lulucf
Bulgaria,1994,55649.08,CO2 without lulucf
Bulgaria,1993,57203.94,CO2 without lulucf
Bulgaria,1992,56551.59,CO2 without lulucf
Bulgaria,1991,59769.34,CO2 without lulucf
Bulgaria,1990,78197.88,CO2 without lulucf
Canada,2014,574099.78,CO2 without lulucf
Canada,2013,573094.04,CO2 without lulucf
Canada,2012,563423.61,CO2 without lulucf
Canada,2011,558152.72,CO2 without lulucf
Canada,2010,555003.76,CO2 without lulucf
Canada,2009,542829.46,CO2 without lulucf
Canada,2008,577444.93,CO2 without lulucf
Canada,2007,596041.32,CO2 without lulucf
Canada,2006,573479.27,CO2 without lulucf
Canada,2005,579225.34,CO2 without lulucf
Canada,2004,585414.86,CO2 without lulucf
Canada,2003,587306.68,CO2 without lulucf
Canada,2002,569862.15,CO2 without lulucf
Canada,2001,564617.02,CO2 without lulucf
Canada,2000,572290.39,CO2 without lulucf
Canada,1999,550183.06,CO2 without lulucf
Canada,1998,533794.45,CO2 without lulucf
Canada,1997,525120.01,CO2 without lulucf
Canada,1996,510619.68,CO2 without lulucf
Canada,1995,497224.84,CO2 without lulucf
Canada,1994,482691.67,CO2 without lulucf
Canada,1993,467607.24,CO2 without lulucf
Canada,1992,468546.46,CO2 without lulucf
Canada,1991,454246.14,CO2 without lulucf
Canada,1990,463493.33,CO2 without lulucf
Croatia,2014,17607.32,CO2 without lulucf
Croatia,2013,18359.5,CO2 without lulucf
Croatia,2012,18776.38,CO2 without lulucf
Croatia,2011,20614.44,CO2 without lulucf
Croatia,2010,21183.71,CO2 without lulucf
Croatia,2009,21965.64,CO2 without lulucf
Croatia,2008,23715.38,CO2 without lulucf
Croatia,2007,24955.38,CO2 without lulucf
Croatia,2006,23684.94,CO2 without lulucf
Croatia,2005,23451.85,CO2 without lulucf
Croatia,2004,23005.23,CO2 without lulucf
Croatia,2003,23355.22,CO2 without lulucf
Croatia,2002,22031.13,CO2 without lulucf
Croatia,2001,20943.11,CO2 without lulucf
Croatia,2000,19789.12,CO2 without lulucf
Croatia,1999,20215.65,CO2 without lulucf
Croatia,1998,19372.39,CO2 without lulucf
Croatia,1997,18666.47,CO2 without lulucf
Croatia,1996,17587.9,CO2 without lulucf
Croatia,1995,16992.8,CO2 without lulucf
Croatia,1994,16342.18,CO2 without lulucf
Croatia,1993,17081.23,CO2 without lulucf
Croatia,1992,16607.13,CO2 without lulucf
Croatia,1991,17268.91,CO2 without lulucf
Croatia,1990,23390.08,CO2 without lulucf
Cyprus,2014,6878.56,CO2 without lulucf
Cyprus,2013,6449.61,CO2 without lulucf
Cyprus,2012,7160.97,CO2 without lulucf
Cyprus,2011,7696.67,CO2 without lulucf
Cyprus,2010,8004.91,CO2 without lulucf
Cyprus,2009,8372.4,CO2 without lulucf
Cyprus,2008,8620.4,CO2 without lulucf
Cyprus,2007,8458.66,CO2 without lulucf
Cyprus,2006,8152.49,CO2 without lulucf
Cyprus,2005,7961.98,CO2 without lulucf
Cyprus,2004,7776.91,CO2 without lulucf
Cyprus,2003,7550.08,CO2 without lulucf
Cyprus,2002,7160.39,CO2 without lulucf
Cyprus,2001,6969.47,CO2 without lulucf
Cyprus,2000,7095.96,CO2 without lulucf
Cyprus,1999,6847.66,CO2 without lulucf
Cyprus,1998,6580.3,CO2 without lulucf
Cyprus,1997,6287.03,CO2 without lulucf
Cyprus,1996,6156.13,CO2 without lulucf
Cyprus,1995,5848.04,CO2 without lulucf
Cyprus,1994,5977.26,CO2 without lulucf
Cyprus,1993,5733.67,CO2 without lulucf
Cyprus,1992,5482.97,CO2 without lulucf
Cyprus,1991,5107.08,CO2 without lulucf
Cyprus,1990,4621.01,CO2 without lulucf
Czech Republic,2014,101159.12,CO2 without lulucf
Czech Republic,2013,106477.09,CO2 without lulucf
Czech Republic,2012,109841.33,CO2 without lulucf
Czech Republic,2011,114113.15,CO2 without lulucf
Czech Republic,2010,115757.37,CO2 without lulucf
Czech Republic,2009,113970.03,CO2 without lulucf
Czech Republic,2008,121780.72,CO2 without lulucf
Czech Republic,2007,126933.16,CO2 without lulucf
Czech Republic,2006,125923.4,CO2 without lulucf
Czech Republic,2005,124590.14,CO2 without lulucf
Czech Republic,2004,126876.92,CO2 without lulucf
Czech Republic,2003,126151.65,CO2 without lulucf
Czech Republic,2002,122593.4,CO2 without lulucf
Czech Republic,2001,125541.54,CO2 without lulucf
Czech Republic,2000,125841.97,CO2 without lulucf
Czech Republic,1999,115475.26,CO2 without lulucf
Czech Republic,1998,123696.52,CO2 without lulucf
Czech Republic,1997,128732.64,CO2 without lulucf
Czech Republic,1996,132234.07,CO2 without lulucf
Czech Republic,1995,129767.17,CO2 without lulucf
Czech Republic,1994,129188.73,CO2 without lulucf
Czech Republic,1993,135588.57,CO2 without lulucf
Czech Republic,1992,141565.72,CO2 without lulucf
Czech Republic,1991,146047.34,CO2 without lulucf
Czech Republic,1990,161662.02,CO2 without lulucf
Denmark,2014,37460.66,CO2 without lulucf
Denmark,2013,41537.04,CO2 without lulucf
Denmark,2012,39524.4,CO2 without lulucf
Denmark,2011,43970.79,CO2 without lulucf
Denmark,2010,48993.42,CO2 without lulucf
Denmark,2009,48592.21,CO2 without lulucf
Denmark,2008,50935.67,CO2 without lulucf
Denmark,2007,54429.09,CO2 without lulucf
Denmark,2006,59162.5,CO2 without lulucf
Denmark,2005,51307.24,CO2 without lulucf
Denmark,2004,54916.91,CO2 without lulucf
Denmark,2003,60493.96,CO2 without lulucf
Denmark,2002,55339.67,CO2 without lulucf
Denmark,2001,55845.15,CO2 without lulucf
Denmark,2000,54148.9,CO2 without lulucf
Denmark,1999,58456.42,CO2 without lulucf
Denmark,1998,61117.34,CO2 without lulucf
Denmark,1997,65457.83,CO2 without lulucf
Denmark,1996,75110.84,CO2 without lulucf
Denmark,1995,61914.16,CO2 without lulucf
Denmark,1994,64988.78,CO2 without lulucf
Denmark,1993,61038.67,CO2 without lulucf
Denmark,1992,58960.31,CO2 without lulucf
Denmark,1991,64874.81,CO2 without lulucf
Denmark,1990,54306.43,CO2 without lulucf
Estonia,2014,18918.72,CO2 without lulucf
Estonia,2013,19566.37,CO2 without lulucf
Estonia,2012,17304.64,CO2 without lulucf
Estonia,2011,18449.93,CO2 without lulucf
Estonia,2010,17833.78,CO2 without lulucf
Estonia,2009,14153.01,CO2 without lulucf
Estonia,2008,17264.52,CO2 without lulucf
Estonia,2007,18755.65,CO2 without lulucf
Estonia,2006,15719.53,CO2 without lulucf
Estonia,2005,16330.73,CO2 without lulucf
Estonia,2004,17055.07,CO2 without lulucf
Estonia,2003,16833.21,CO2 without lulucf
Estonia,2002,15020.28,CO2 without lulucf
Estonia,2001,15493.86,CO2 without lulucf
Estonia,2000,15141.39,CO2 without lulucf
Estonia,1999,15518.49,CO2 without lulucf
Estonia,1998,16684.3,CO2 without lulucf
Estonia,1997,18223.6,CO2 without lulucf
Estonia,1996,18666.14,CO2 without lulucf
Estonia,1995,17953.74,CO2 without lulucf
Estonia,1994,19626.45,CO2 without lulucf
Estonia,1993,18810.96,CO2 without lulucf
Estonia,1992,24187.83,CO2 without lulucf
Estonia,1991,33662.37,CO2 without lulucf
Estonia,1990,36666.03,CO2 without lulucf
European Union,2014,3463397.56,CO2 without lulucf
European Union,2013,3646389.53,CO2 without lulucf
European Union,2012,3728965.03,CO2 without lulucf
European Union,2011,3789763.64,CO2 without lulucf
European Union,2010,3933290.52,CO2 without lulucf
European Union,2009,3814305.26,CO2 without lulucf
European Union,2008,4149624.3,CO2 without lulucf
European Union,2007,4244213.13,CO2 without lulucf
European Union,2006,4297988.16,CO2 without lulucf
European Union,2005,4290586.67,CO2 without lulucf
European Union,2004,4314560.87,CO2 without lulucf
European Union,2003,4306103.94,CO2 without lulucf
European Union,2002,4208860.12,CO2 without lulucf
European Union,2001,4232036.86,CO2 without lulucf
European Union,2000,4165145.44,CO2 without lulucf
European Union,1999,4139002.99,CO2 without lulucf
European Union,1998,4207666.03,CO2 without lulucf
European Union,1997,4216524.73,CO2 without lulucf
European Union,1996,4304793.28,CO2 without lulucf
European Union,1995,4204480.86,CO2 without lulucf
European Union,1994,4161321.32,CO2 without lulucf
European Union,1993,4177106.51,CO2 without lulucf
European Union,1992,4259922.81,CO2 without lulucf
European Union,1991,4403723.16,CO2 without lulucf
European Union,1990,4462205.14,CO2 without lulucf
Finland,2014,47597.73,CO2 without lulucf
Finland,2013,51834.7,CO2 without lulucf
Finland,2012,50983.27,CO2 without lulucf
Finland,2011,56478.75,CO2 without lulucf
Finland,2010,63828.02,CO2 without lulucf
Finland,2009,55635.58,CO2 without lulucf
Finland,2008,58461.63,CO2 without lulucf
Finland,2007,66531.72,CO2 without lulucf
Finland,2006,68201.91,CO2 without lulucf
Finland,2005,56912.31,CO2 without lulucf
Finland,2004,68821.81,CO2 without lulucf
Finland,2003,72522.59,CO2 without lulucf
Finland,2002,64946.47,CO2 without lulucf
Finland,2001,62442.64,CO2 without lulucf
Finland,2000,56973.35,CO2 without lulucf
Finland,1999,58872.93,CO2 without lulucf
Finland,1998,59351.5,CO2 without lulucf
Finland,1997,62698.09,CO2 without lulucf
Finland,1996,64038.92,CO2 without lulucf
Finland,1995,58126.25,CO2 without lulucf
Finland,1994,61696.39,CO2 without lulucf
Finland,1993,56333.27,CO2 without lulucf
Finland,1992,54264.38,CO2 without lulucf
Finland,1991,55187.18,CO2 without lulucf
Finland,1990,56950.85,CO2 without lulucf
France,2014,341152.53,CO2 without lulucf
France,2013,369985.59,CO2 without lulucf
France,2012,370491.15,CO2 without lulucf
France,2011,368183.44,CO2 without lulucf
France,2010,394235.67,CO2 without lulucf
France,2009,383957.62,CO2 without lulucf
France,2008,401878.86,CO2 without lulucf
France,2007,408508.59,CO2 without lulucf
France,2006,417662.68,CO2 without lulucf
France,2005,428557.61,CO2 without lulucf
France,2004,423168.64,CO2 without lulucf
France,2003,422312.88,CO2 without lulucf
France,2002,413569.25,CO2 without lulucf
France,2001,417864.71,CO2 without lulucf
France,2000,417116.54,CO2 without lulucf
France,1999,420506.32,CO2 without lulucf
France,1998,429051.5,CO2 without lulucf
France,1997,407475.11,CO2 without lulucf
France,1996,414013.07,CO2 without lulucf
France,1995,401571.23,CO2 without lulucf
France,1994,394536.96,CO2 without lulucf
France,1993,394334.83,CO2 without lulucf
France,1992,414955.08,CO2 without lulucf
France,1991,425042.92,CO2 without lulucf
France,1990,400652.62,CO2 without lulucf
Germany,2014,792902.79,CO2 without lulucf
Germany,2013,835792.63,CO2 without lulucf
Germany,2012,817031.44,CO2 without lulucf
Germany,2011,812483.22,CO2 without lulucf
Germany,2010,832259.2,CO2 without lulucf
Germany,2009,788422.44,CO2 without lulucf
Germany,2008,853229.94,CO2 without lulucf
Germany,2007,850795.72,CO2 without lulucf
Germany,2006,877422.46,CO2 without lulucf
Germany,2005,865958.51,CO2 without lulucf
Germany,2004,886344.63,CO2 without lulucf
Germany,2003,900377.59,CO2 without lulucf
Germany,2002,899161.57,CO2 without lulucf
Germany,2001,915634.44,CO2 without lulucf
Germany,2000,899284.99,CO2 without lulucf
Germany,1999,895336.79,CO2 without lulucf
Germany,1998,922778.54,CO2 without lulucf
Germany,1997,930768.56,CO2 without lulucf
Germany,1996,958368.72,CO2 without lulucf
Germany,1995,938148.09,CO2 without lulucf
Germany,1994,939207.33,CO2 without lulucf
Germany,1993,955977.6,CO2 without lulucf
Germany,1992,965790.84,CO2 without lulucf
Germany,1991,1014119.72,CO2 without lulucf
Germany,1990,1052238.23,CO2 without lulucf
Greece,2014,79628.27,CO2 without lulucf
Greece,2013,82910.63,CO2 without lulucf
Greece,2012,90710.57,CO2 without lulucf
Greece,2011,94102.94,CO2 without lulucf
Greece,2010,97035.08,CO2 without lulucf
Greece,2009,103969.78,CO2 without lulucf
Greece,2008,110255.77,CO2 without lulucf
Greece,2007,114127.55,CO2 without lulucf
Greece,2006,111777.74,CO2 without lulucf
Greece,2005,113219.82,CO2 without lulucf
Greece,2004,109571.06,CO2 without lulucf
Greece,2003,109126.57,CO2 without lulucf
Greece,2002,105051.47,CO2 without lulucf
Greece,2001,105407.31,CO2 without lulucf
Greece,2000,103019.66,CO2 without lulucf
Greece,1999,97979.78,CO2 without lulucf
Greece,1998,98663.19,CO2 without lulucf
Greece,1997,93839.87,CO2 without lulucf
Greece,1996,89134.43,CO2 without lulucf
Greece,1995,86980.65,CO2 without lulucf
Greece,1994,86425.86,CO2 without lulucf
Greece,1993,84263.01,CO2 without lulucf
Greece,1992,84949.03,CO2 without lulucf
Greece,1991,83390.35,CO2 without lulucf
Greece,1990,83403.72,CO2 without lulucf
Hungary,2014,43573.41,CO2 without lulucf
Hungary,2013,43930.88,CO2 without lulucf
Hungary,2012,46774.94,CO2 without lulucf
Hungary,2011,50272.87,CO2 without lulucf
Hungary,2010,52108.89,CO2 without lulucf
Hungary,2009,51630.69,CO2 without lulucf
Hungary,2008,57325.16,CO2 without lulucf
Hungary,2007,58419.04,CO2 without lulucf
Hungary,2006,59751.73,CO2 without lulucf
Hungary,2005,60329.51,CO2 without lulucf
Hungary,2004,60231.66,CO2 without lulucf
Hungary,2003,61766.84,CO2 without lulucf
Hungary,2002,58968.23,CO2 without lulucf
Hungary,2001,59995.73,CO2 without lulucf
Hungary,2000,58336.81,CO2 without lulucf
Hungary,1999,61593.14,CO2 without lulucf
Hungary,1998,61087.76,CO2 without lulucf
Hungary,1997,61549.91,CO2 without lulucf
Hungary,1996,62950.25,CO2 without lulucf
Hungary,1995,61354.46,CO2 without lulucf
Hungary,1994,61568.37,CO2 without lulucf
Hungary,1993,63174.98,CO2 without lulucf
Hungary,1992,62050.13,CO2 without lulucf
Hungary,1991,69392.73,CO2 without lulucf
Hungary,1990,73115.2,CO2 without lulucf
Iceland,2014,3272.21,CO2 without lulucf
Iceland,2013,3301.8,CO2 without lulucf
Iceland,2012,3290.58,CO2 without lulucf
Iceland,2011,3298.57,CO2 without lulucf
Iceland,2010,3383.55,CO2 without lulucf
Iceland,2009,3521.89,CO2 without lulucf
Iceland,2008,3567.21,CO2 without lulucf
Iceland,2007,3236.9,CO2 without lulucf
Iceland,2006,2939.28,CO2 without lulucf
Iceland,2005,2797.31,CO2 without lulucf
Iceland,2004,2837.03,CO2 without lulucf
Iceland,2003,2792.72,CO2 without lulucf
Iceland,2002,2795.91,CO2 without lulucf
Iceland,2001,2710.29,CO2 without lulucf
Iceland,2000,2728.94,CO2 without lulucf
Iceland,1999,2655.39,CO2 without lulucf
Iceland,1998,2450.23,CO2 without lulucf
Iceland,1997,2450.24,CO2 without lulucf
Iceland,1996,2385.91,CO2 without lulucf
Iceland,1995,2299.61,CO2 without lulucf
Iceland,1994,2248.37,CO2 without lulucf
Iceland,1993,2294.5,CO2 without lulucf
Iceland,1992,2172.62,CO2 without lulucf
Iceland,1991,2042.94,CO2 without lulucf
Iceland,1990,2106.03,CO2 without lulucf
Ireland,2014,36559.07,CO2 without lulucf
Ireland,2013,37049.42,CO2 without lulucf
Ireland,2012,38031.62,CO2 without lulucf
Ireland,2011,37895.2,CO2 without lulucf
Ireland,2010,41558.28,CO2 without lulucf
Ireland,2009,41996.32,CO2 without lulucf
Ireland,2008,47175.54,CO2 without lulucf
Ireland,2007,47493.13,CO2 without lulucf
Ireland,2006,47405.97,CO2 without lulucf
Ireland,2005,47952.2,CO2 without lulucf
Ireland,2004,46042.4,CO2 without lulucf
Ireland,2003,45554.32,CO2 without lulucf
Ireland,2002,45952.73,CO2 without lulucf
Ireland,2001,47482.72,CO2 without lulucf
Ireland,2000,45123.34,CO2 without lulucf
Ireland,1999,42302.09,CO2 without lulucf
Ireland,1998,40572.18,CO2 without lulucf
Ireland,1997,38675.59,CO2 without lulucf
Ireland,1996,37335.11,CO2 without lulucf
Ireland,1995,35718.75,CO2 without lulucf
Ireland,1994,34696.49,CO2 without lulucf
Ireland,1993,33574.97,CO2 without lulucf
Ireland,1992,33344.1,CO2 without lulucf
Ireland,1991,33508.44,CO2 without lulucf
Ireland,1990,32768.53,CO2 without lulucf
Italy,2014,342826.68,CO2 without lulucf
Italy,2013,362063.65,CO2 without lulucf
Italy,2012,389340.76,CO2 without lulucf
Italy,2011,416499.53,CO2 without lulucf
Italy,2010,428879.68,CO2 without lulucf
Italy,2009,418881.08,CO2 without lulucf
Italy,2008,467933.59,CO2 without lulucf
Italy,2007,478237.71,CO2 without lulucf
Italy,2006,486594.07,CO2 without lulucf
Italy,2005,490914.26,CO2 without lulucf
Italy,2004,492746.26,CO2 without lulucf
Italy,2003,489595.51,CO2 without lulucf
Italy,2002,473504.06,CO2 without lulucf
Italy,2001,471124.28,CO2 without lulucf
Italy,2000,465175.07,CO2 without lulucf
Italy,1999,459840.64,CO2 without lulucf
Italy,1998,454967.63,CO2 without lulucf
Italy,1997,444055.43,CO2 without lulucf
Italy,1996,440235.51,CO2 without lulucf
Italy,1995,447201.17,CO2 without lulucf
Italy,1994,421404.1,CO2 without lulucf
Italy,1993,429158.01,CO2 without lulucf
Italy,1992,435535.84,CO2 without lulucf
Italy,1991,435938.61,CO2 without lulucf
Italy,1990,436204.25,CO2 without lulucf
Japan,2014,1265490.61,CO2 without lulucf
Japan,2013,1311509.15,CO2 without lulucf
Japan,2012,1296186.36,CO2 without lulucf
Japan,2011,1261862.94,CO2 without lulucf
Japan,2010,1212970.23,CO2 without lulucf
Japan,2009,1162606.19,CO2 without lulucf
Japan,2008,1235455.81,CO2 without lulucf
Japan,2007,1319799.19,CO2 without lulucf
Japan,2006,1285177.84,CO2 without lulucf
Japan,2005,1305938.82,CO2 without lulucf
Japan,2004,1298433.89,CO2 without lulucf
Japan,2003,1299490.61,CO2 without lulucf
Japan,2002,1294399.2,CO2 without lulucf
Japan,2001,1257384.56,CO2 without lulucf
Japan,2000,1274297.99,CO2 without lulucf
Japan,1999,1253082.15,CO2 without lulucf
Japan,1998,1218257.76,CO2 without lulucf
Japan,1997,1253057.31,CO2 without lulucf
Japan,1996,1255264.2,CO2 without lulucf
Japan,1995,1242494.02,CO2 without lulucf
Japan,1994,1228936.69,CO2 without lulucf
Japan,1993,1167714.72,CO2 without lulucf
Japan,1992,1174619.01,CO2 without lulucf
Japan,1991,1164474.35,CO2 without lulucf
Japan,1990,1155993.62,CO2 without lulucf
Latvia,2014,7158.72,CO2 without lulucf
Latvia,2013,7353.22,CO2 without lulucf
Latvia,2012,7521.12,CO2 without lulucf
Latvia,2011,7807.66,CO2 without lulucf
Latvia,2010,8524.09,CO2 without lulucf
Latvia,2009,7443.29,CO2 without lulucf
Latvia,2008,8184.97,CO2 without lulucf
Latvia,2007,8610.26,CO2 without lulucf
Latvia,2006,8289.21,CO2 without lulucf
Latvia,2005,7790.4,CO2 without lulucf
Latvia,2004,7709.46,CO2 without lulucf
Latvia,2003,7703.77,CO2 without lulucf
Latvia,2002,7508.74,CO2 without lulucf
Latvia,2001,7480.5,CO2 without lulucf
Latvia,2000,7069.94,CO2 without lulucf
Latvia,1999,7709.05,CO2 without lulucf
Latvia,1998,8300.6,CO2 without lulucf
Latvia,1997,8677.55,CO2 without lulucf
Latvia,1996,9216.38,CO2 without lulucf
Latvia,1995,9141.35,CO2 without lulucf
Latvia,1994,10399.14,CO2 without lulucf
Latvia,1993,11966.15,CO2 without lulucf
Latvia,1992,14244.65,CO2 without lulucf
Latvia,1991,18021.2,CO2 without lulucf
Latvia,1990,19794.29,CO2 without lulucf
Liechtenstein,2014,161.54,CO2 without lulucf
Liechtenstein,2013,192.86,CO2 without lulucf
Liechtenstein,2012,185.63,CO2 without lulucf
Liechtenstein,2011,177.09,CO2 without lulucf
Liechtenstein,2010,191.05,CO2 without lulucf
Liechtenstein,2009,205.59,CO2 without lulucf
Liechtenstein,2008,219.7,CO2 without lulucf
Liechtenstein,2007,200.92,CO2 without lulucf
Liechtenstein,2006,231.22,CO2 without lulucf
Liechtenstein,2005,228.97,CO2 without lulucf
Liechtenstein,2004,229.3,CO2 without lulucf
Liechtenstein,2003,229.27,CO2 without lulucf
Liechtenstein,2002,219.95,CO2 without lulucf
Liechtenstein,2001,214.59,CO2 without lulucf
Liechtenstein,2000,216.75,CO2 without lulucf
Liechtenstein,1999,226.45,CO2 without lulucf
Liechtenstein,1998,229.12,CO2 without lulucf
Liechtenstein,1997,218.24,CO2 without lulucf
Liechtenstein,1996,205.81,CO2 without lulucf
Liechtenstein,1995,204.06,CO2 without lulucf
Liechtenstein,1994,200.96,CO2 without lulucf
Liechtenstein,1993,214.87,CO2 without lulucf
Liechtenstein,1992,206.78,CO2 without lulucf
Liechtenstein,1991,206.15,CO2 without lulucf
Liechtenstein,1990,198.78,CO2 without lulucf
Lithuania,2014,12732.8,CO2 without lulucf
Lithuania,2013,12987.82,CO2 without lulucf
Lithuania,2012,13975.52,CO2 without lulucf
Lithuania,2011,13919.02,CO2 without lulucf
Lithuania,2010,13618.91,CO2 without lulucf
Lithuania,2009,12727.12,CO2 without lulucf
Lithuania,2008,14963.25,CO2 without lulucf
Lithuania,2007,15624.08,CO2 without lulucf
Lithuania,2006,14303.03,CO2 without lulucf
Lithuania,2005,13946.88,CO2 without lulucf
Lithuania,2004,13185.49,CO2 without lulucf
Lithuania,2003,12605.24,CO2 without lulucf
Lithuania,2002,12614.43,CO2 without lulucf
Lithuania,2001,12507.97,CO2 without lulucf
Lithuania,2000,11801.96,CO2 without lulucf
Lithuania,1999,13422.15,CO2 without lulucf
Lithuania,1998,15901.52,CO2 without lulucf
Lithuania,1997,15086.29,CO2 without lulucf
Lithuania,1996,15676.83,CO2 without lulucf
Lithuania,1995,15022.54,CO2 without lulucf
Lithuania,1994,15765.41,CO2 without lulucf
Lithuania,1993,16347.17,CO2 without lulucf
Lithuania,1992,21207.89,CO2 without lulucf
Lithuania,1991,37908.61,CO2 without lulucf
Lithuania,1990,35812.89,CO2 without lulucf
Luxembourg,2014,9826.25,CO2 without lulucf
Luxembourg,2013,10303.04,CO2 without lulucf
Luxembourg,2012,10872.06,CO2 without lulucf
Luxembourg,2011,11168.51,CO2 without lulucf
Luxembourg,2010,11285.03,CO2 without lulucf
Luxembourg,2009,10725.52,CO2 without lulucf
Luxembourg,2008,11245.87,CO2 without lulucf
Luxembourg,2007,11398.71,CO2 without lulucf
Luxembourg,2006,11995.82,CO2 without lulucf
