country,year,amount,gas
Canada,1993,624641.47,GHG without lulucf
Canada,1992,622763.76,GHG without lulucf
Canada,1991,605548.12,GHG without lulucf
Canada,1990,612866.05,GHG without lulucf
Croatia,2014,22898.88,GHG without lulucf
Croatia,2013,23770.55,GHG without lulucf
Croatia,2012,24734.65,GHG without lulucf
Croatia,2011,26773.83,GHG without lulucf
Croatia,2010,27280.23,GHG without lulucf
Croatia,2009,27909.13,GHG without lulucf
Croatia,2008,29825.95,GHG without lulucf
Croatia,2007,30972.91,GHG without lulucf
Croatia,2006,29555.68,GHG without lulucf
Croatia,2005,29285.75,GHG without lulucf
Croatia,2004,28875.98,GHG without lulucf
Croatia,2003,28782.82,GHG without lulucf
Croatia,2002,27420.1,GHG without lulucf
Croatia,2001,26394.05,GHG without lulucf
Croatia,2000,25172.96,GHG without lulucf
Croatia,1999,25519.08,GHG without lulucf
Croatia,1998,24459.71,GHG without lulucf
Croatia,1997,24126.27,GHG without lulucf
Croatia,1996,22882.96,GHG without lulucf
Croatia,1995,22296.17,GHG without lulucf
Croatia,1994,21712.76,GHG without lulucf
Croatia,1993,22658.29,GHG without lulucf
Croatia,1992,22538.03,GHG without lulucf
Croatia,1991,24408.68,GHG without lulucf
Croatia,1990,31204.63,GHG without lulucf
Cyprus,2014,8453.77,GHG without lulucf
Cyprus,2013,8020.1,GHG without lulucf
Cyprus,2012,8769.37,GHG without lulucf
Cyprus,2011,9296.16,GHG without lulucf
Cyprus,2010,9571.66,GHG without lulucf
Cyprus,2009,9872.18,GHG without lulucf
Cyprus,2008,10093.27,GHG without lulucf
Cyprus,2007,9913.23,GHG without lulucf
Cyprus,2006,9567.55,GHG without lulucf
Cyprus,2005,9307.98,GHG without lulucf
Cyprus,2004,9144.37,GHG without lulucf
Cyprus,2003,8914.58,GHG without lulucf
Cyprus,2002,8519.08,GHG without lulucf
Cyprus,2001,8282.55,GHG without lulucf
Cyprus,2000,8326.89,GHG without lulucf
Cyprus,1999,8059.08,GHG without lulucf
Cyprus,1998,7799.56,GHG without lulucf
Cyprus,1997,7473.1,GHG without lulucf
Cyprus,1996,7343.54,GHG without lulucf
Cyprus,1995,7046.93,GHG without lulucf
Cyprus,1994,7103.13,GHG without lulucf
Cyprus,1993,6858.74,GHG without lulucf
Cyprus,1992,6559.33,GHG without lulucf
Cyprus,1991,6121.53,GHG without lulucf
Cyprus,1990,5624.65,GHG without lulucf
Czech Republic,2014,124245.64,GHG without lulucf
Czech Republic,2013,128972.77,GHG without lulucf
Czech Republic,2012,132865.25,GHG without lulucf
Czech Republic,2011,137003.69,GHG without lulucf
Czech Republic,2010,138226.42,GHG without lulucf
Czech Republic,2009,136167.94,GHG without lulucf
Czech Republic,2008,144582.13,GHG without lulucf
Czech Republic,2007,149205.28,GHG without lulucf
Czech Republic,2006,148334.15,GHG without lulucf
Czech Republic,2005,146556.43,GHG without lulucf
Czech Republic,2004,148765.44,GHG without lulucf
Czech Republic,2003,147957.68,GHG without lulucf
Czech Republic,2002,144598.35,GHG without lulucf
Czech Republic,2001,148191.64,GHG without lulucf
Czech Republic,2000,148624.74,GHG without lulucf
Czech Republic,1999,139052.76,GHG without lulucf
Czech Republic,1998,148054.79,GHG without lulucf
Czech Republic,1997,153873.81,GHG without lulucf
Czech Republic,1996,157802.92,GHG without lulucf
Czech Republic,1995,155629.71,GHG without lulucf
Czech Republic,1994,155204.9,GHG without lulucf
Czech Republic,1993,162967.29,GHG without lulucf
Czech Republic,1992,170790.9,GHG without lulucf
Czech Republic,1991,177638.1,GHG without lulucf
Czech Republic,1990,196508.93,GHG without lulucf
Denmark,2014,50785.29,GHG without lulucf
Denmark,2013,54984.34,GHG without lulucf
Denmark,2012,52933.97,GHG without lulucf
Denmark,2011,57740.25,GHG without lulucf
Denmark,2010,62944.01,GHG without lulucf
Denmark,2009,62496.28,GHG without lulucf
Denmark,2008,65335.99,GHG without lulucf
Denmark,2007,69004.04,GHG without lulucf
Denmark,2006,73622.66,GHG without lulucf
Denmark,2005,65858.28,GHG without lulucf
Denmark,2004,70306.85,GHG without lulucf
Denmark,2003,76415.2,GHG without lulucf
Denmark,2002,71446.82,GHG without lulucf
Denmark,2001,71905.3,GHG without lulucf
Denmark,2000,70130.89,GHG without lulucf
Denmark,1999,74579.46,GHG without lulucf
Denmark,1998,77025.34,GHG without lulucf
Denmark,1997,81211.75,GHG without lulucf
Denmark,1996,90826.3,GHG without lulucf
Denmark,1995,77841.82,GHG without lulucf
Denmark,1994,80897.08,GHG without lulucf
Denmark,1993,76926.08,GHG without lulucf
Denmark,1992,75024.69,GHG without lulucf
Denmark,1991,80895.75,GHG without lulucf
Denmark,1990,70245.53,GHG without lulucf
Estonia,2014,21059.24,GHG without lulucf
Estonia,2013,21676.71,GHG without lulucf
Estonia,2012,19423.33,GHG without lulucf
Estonia,2011,20485.04,GHG without lulucf
Estonia,2010,19911.68,GHG without lulucf
Estonia,2009,16181.97,GHG without lulucf
Estonia,2008,19374.62,GHG without lulucf
Estonia,2007,20816.94,GHG without lulucf
Estonia,2006,17686.47,GHG without lulucf
Estonia,2005,18297.67,GHG without lulucf
Estonia,2004,19055.49,GHG without lulucf
Estonia,2003,18782.36,GHG without lulucf
Estonia,2002,16930.09,GHG without lulucf
Estonia,2001,17473.02,GHG without lulucf
Estonia,2000,17061.85,GHG without lulucf
Estonia,1999,17358.5,GHG without lulucf
Estonia,1998,18705.82,GHG without lulucf
Estonia,1997,20262.16,GHG without lulucf
Estonia,1996,20631.75,GHG without lulucf
Estonia,1995,19934.79,GHG without lulucf
Estonia,1994,21713.16,GHG without lulucf
Estonia,1993,21001.97,GHG without lulucf
Estonia,1992,26876.48,GHG without lulucf
Estonia,1991,36794.56,GHG without lulucf
Estonia,1990,39965.17,GHG without lulucf
European Union,2014,4278052.25,GHG without lulucf
European Union,2013,4463077.62,GHG without lulucf
European Union,2012,4553876.23,GHG without lulucf
European Union,2011,4619894.87,GHG without lulucf
European Union,2010,4775529.26,GHG without lulucf
European Union,2009,4668298.77,GHG without lulucf
European Union,2008,5031461.29,GHG without lulucf
European Union,2007,5141105.73,GHG without lulucf
European Union,2006,5200036.32,GHG without lulucf
European Union,2005,5211185.97,GHG without lulucf
European Union,2004,5251101.6,GHG without lulucf
European Union,2003,5255793.44,GHG without lulucf
European Union,2002,5169047.5,GHG without lulucf
European Union,2001,5212778.66,GHG without lulucf
European Union,2000,5161668.59,GHG without lulucf
European Union,1999,5153484.85,GHG without lulucf
European Union,1998,5265845.71,GHG without lulucf
European Union,1997,5313562.01,GHG without lulucf
European Union,1996,5413299.63,GHG without lulucf
European Union,1995,5306108.25,GHG without lulucf
European Union,1994,5255113.72,GHG without lulucf
European Union,1993,5279950.94,GHG without lulucf
European Union,1992,5378840.53,GHG without lulucf
European Union,1991,5558236.56,GHG without lulucf
European Union,1990,5656504.16,GHG without lulucf
Finland,2014,59028.99,GHG without lulucf
Finland,2013,63196.6,GHG without lulucf
Finland,2012,62320.64,GHG without lulucf
Finland,2011,67947.08,GHG without lulucf
Finland,2010,75835.02,GHG without lulucf
Finland,2009,67575.3,GHG without lulucf
Finland,2008,71219.44,GHG without lulucf
Finland,2007,79096.33,GHG without lulucf
Finland,2006,80616.22,GHG without lulucf
Finland,2005,69426.57,GHG without lulucf
Finland,2004,81300.62,GHG without lulucf
Finland,2003,85082.58,GHG without lulucf
Finland,2002,77600.2,GHG without lulucf
Finland,2001,75171.39,GHG without lulucf
Finland,2000,69855.01,GHG without lulucf
Finland,1999,71755.4,GHG without lulucf
Finland,1998,72378.98,GHG without lulucf
Finland,1997,76038.33,GHG without lulucf
Finland,1996,77446.13,GHG without lulucf
Finland,1995,71644.3,GHG without lulucf
Finland,1994,75186.22,GHG without lulucf
Finland,1993,69675.95,GHG without lulucf
Finland,1992,67421.23,GHG without lulucf
Finland,1991,68823.85,GHG without lulucf
Finland,1990,71077.0,GHG without lulucf
France,2014,464417.8,GHG without lulucf
France,2013,491159.27,GHG without lulucf
France,2012,492924.89,GHG without lulucf
France,2011,491554.29,GHG without lulucf
France,2010,518939.63,GHG without lulucf
France,2009,510304.29,GHG without lulucf
France,2008,530720.36,GHG without lulucf
France,2007,537505.38,GHG without lulucf
France,2006,546295.99,GHG without lulucf
France,2005,557991.59,GHG without lulucf
France,2004,554620.23,GHG without lulucf
France,2003,557264.3,GHG without lulucf
France,2002,550666.93,GHG without lulucf
France,2001,556514.39,GHG without lulucf
France,2000,556461.3,GHG without lulucf
France,1999,560359.38,GHG without lulucf
France,1998,573371.79,GHG without lulucf
France,1997,557135.2,GHG without lulucf
France,1996,563711.59,GHG without lulucf
France,1995,548820.13,GHG without lulucf
France,1994,540655.79,GHG without lulucf
France,1993,541583.88,GHG without lulucf
France,1992,564121.5,GHG without lulucf
France,1991,575242.64,GHG without lulucf
France,1990,549064.8,GHG without lulucf
Germany,2014,901763.94,GHG without lulucf
Germany,2013,945150.95,GHG without lulucf
Germany,2012,926338.36,GHG without lulucf
Germany,2011,921829.74,GHG without lulucf
Germany,2010,941038.69,GHG without lulucf
Germany,2009,906423.03,GHG without lulucf
Germany,2008,973942.17,GHG without lulucf
Germany,2007,971998.33,GHG without lulucf
Germany,2006,999043.9,GHG without lulucf
Germany,2005,991848.69,GHG without lulucf
Germany,2004,1017294.03,GHG without lulucf
Germany,2003,1033727.66,GHG without lulucf
Germany,2002,1036942.44,GHG without lulucf
Germany,2001,1058070.1,GHG without lulucf
Germany,2000,1043294.43,GHG without lulucf
Germany,1999,1045419.71,GHG without lulucf
Germany,1998,1078643.5,GHG without lulucf
Germany,1997,1104243.75,GHG without lulucf
Germany,1996,1138767.66,GHG without lulucf
Germany,1995,1120943.9,GHG without lulucf
Germany,1994,1124257.53,GHG without lulucf
Germany,1993,1143674.9,GHG without lulucf
Germany,1992,1152900.33,GHG without lulucf
Germany,1991,1203219.26,GHG without lulucf
Germany,1990,1249828.65,GHG without lulucf
Greece,2014,101298.18,GHG without lulucf
Greece,2013,104564.03,GHG without lulucf
Greece,2012,112086.44,GHG without lulucf
Greece,2011,115576.78,GHG without lulucf
Greece,2010,118626.52,GHG without lulucf
Greece,2009,124697.2,GHG without lulucf
Greece,2008,131199.95,GHG without lulucf
Greece,2007,134852.84,GHG without lulucf
Greece,2006,132065.26,GHG without lulucf
Greece,2005,135924.23,GHG without lulucf
Greece,2004,132286.02,GHG without lulucf
Greece,2003,131655.18,GHG without lulucf
Greece,2002,128161.0,GHG without lulucf
Greece,2001,128248.68,GHG without lulucf
Greece,2000,127570.61,GHG without lulucf
Greece,1999,124462.64,GHG without lulucf
Greece,1998,124288.89,GHG without lulucf
Greece,1997,118682.45,GHG without lulucf
Greece,1996,113843.05,GHG without lulucf
Greece,1995,110704.11,GHG without lulucf
Greece,1994,108402.56,GHG without lulucf
Greece,1993,105565.32,GHG without lulucf
Greece,1992,106017.54,GHG without lulucf
Greece,1991,104767.84,GHG without lulucf
Greece,1990,104716.49,GHG without lulucf
Hungary,2014,57225.16,GHG without lulucf
Hungary,2013,57553.83,GHG without lulucf
Hungary,2012,60106.9,GHG without lulucf
Hungary,2011,63808.01,GHG without lulucf
Hungary,2010,65523.69,GHG without lulucf
Hungary,2009,65082.92,GHG without lulucf
Hungary,2008,71340.37,GHG without lulucf
Hungary,2007,73091.62,GHG without lulucf
Hungary,2006,74880.31,GHG without lulucf
Hungary,2005,75933.28,GHG without lulucf
Hungary,2004,76126.47,GHG without lulucf
Hungary,2003,77192.4,GHG without lulucf
Hungary,2002,74153.58,GHG without lulucf
Hungary,2001,75679.35,GHG without lulucf
Hungary,2000,73556.69,GHG without lulucf
Hungary,1999,76610.5,GHG without lulucf
Hungary,1998,76067.06,GHG without lulucf
Hungary,1997,76553.81,GHG without lulucf
Hungary,1996,78015.96,GHG without lulucf
Hungary,1995,75705.78,GHG without lulucf
Hungary,1994,77026.12,GHG without lulucf
Hungary,1993,78134.89,GHG without lulucf
Hungary,1992,77312.17,GHG without lulucf
Hungary,1991,87301.07,GHG without lulucf
Hungary,1990,94133.97,GHG without lulucf
Iceland,2014,4596.85,GHG without lulucf
Iceland,2013,4534.66,GHG without lulucf
Iceland,2012,4550.4,GHG without lulucf
Iceland,2011,4520.22,GHG without lulucf
Iceland,2010,4730.35,GHG without lulucf
Iceland,2009,4855.77,GHG without lulucf
Iceland,2008,5140.34,GHG without lulucf
Iceland,2007,4714.82,GHG without lulucf
Iceland,2006,4454.03,GHG without lulucf
Iceland,2005,3897.69,GHG without lulucf
Iceland,2004,3940.12,GHG without lulucf
Iceland,2003,3918.59,GHG without lulucf
Iceland,2002,3936.9,GHG without lulucf
Iceland,2001,3911.35,GHG without lulucf
Iceland,2000,3962.77,GHG without lulucf
Iceland,1999,3980.85,GHG without lulucf
Iceland,1998,3754.77,GHG without lulucf
Iceland,1997,3610.86,GHG without lulucf
Iceland,1996,3472.18,GHG without lulucf
Iceland,1995,3389.0,GHG without lulucf
Iceland,1994,3328.37,GHG without lulucf
Iceland,1993,3392.56,GHG without lulucf
Iceland,1992,3341.99,GHG without lulucf
Iceland,1991,3463.44,GHG without lulucf
Iceland,1990,3633.56,GHG without lulucf
Ireland,2014,58189.15,GHG without lulucf
Ireland,2013,58481.61,GHG without lulucf
Ireland,2012,58622.8,GHG without lulucf
Ireland,2011,58130.3,GHG without lulucf
Ireland,2010,62235.15,GHG without lulucf
Ireland,2009,62786.98,GHG without lulucf
Ireland,2008,68373.6,GHG without lulucf
Ireland,2007,68995.46,GHG without lulucf
Ireland,2006,69714.62,GHG without lulucf
Ireland,2005,70321.21,GHG without lulucf
Ireland,2004,68855.75,GHG without lulucf
Ireland,2003,69540.65,GHG without lulucf
Ireland,2002,69292.62,GHG without lulucf
Ireland,2001,71314.79,GHG without lulucf
Ireland,2000,69251.35,GHG without lulucf
Ireland,1999,67064.22,GHG without lulucf
Ireland,1998,65921.27,GHG without lulucf
Ireland,1997,63432.53,GHG without lulucf
Ireland,1996,61919.5,GHG without lulucf
Ireland,1995,59791.07,GHG without lulucf
Ireland,1994,58368.88,GHG without lulucf
Ireland,1993,57083.63,GHG without lulucf
Ireland,1992,56809.11,GHG without lulucf
Ireland,1991,56825.69,GHG without lulucf
Ireland,1990,56087.84,GHG without lulucf
Italy,2014,418587.21,GHG without lulucf
Italy,2013,438887.37,GHG without lulucf
Italy,2012,468717.92,GHG without lulucf
Italy,2011,494789.58,GHG without lulucf
Italy,2010,508424.1,GHG without lulucf
Italy,2009,498894.66,GHG without lulucf
Italy,2008,549452.73,GHG without lulucf
Italy,2007,561137.59,GHG without lulucf
Italy,2006,569054.8,GHG without lulucf
Italy,2005,578904.44,GHG without lulucf
Italy,2004,580725.58,GHG without lulucf
Italy,2003,578126.37,GHG without lulucf
Italy,2002,561887.95,GHG without lulucf
Italy,2001,561600.33,GHG without lulucf
Italy,2000,554479.29,GHG without lulucf
Italy,1999,549495.23,GHG without lulucf
Italy,1998,543800.43,GHG without lulucf
Italy,1997,532739.93,GHG without lulucf
Italy,1996,526825.54,GHG without lulucf
Italy,1995,533449.77,GHG without lulucf
Italy,1994,505566.54,GHG without lulucf
Italy,1993,513611.62,GHG without lulucf
Italy,1992,519982.78,GHG without lulucf
Italy,1991,523489.81,GHG without lulucf
Italy,1990,521920.6,GHG without lulucf
Japan,2014,1363862.31,GHG without lulucf
Japan,2013,1407883.23,GHG without lulucf
Japan,2012,1390339.97,GHG without lulucf
Japan,2011,1354616.01,GHG without lulucf
Japan,2010,1304902.64,GHG without lulucf
Japan,2009,1251003.58,GHG without lulucf
Japan,2008,1327168.53,GHG without lulucf
Japan,2007,1412795.07,GHG without lulucf
Japan,2006,1377861.94,GHG without lulucf
Japan,2005,1397101.82,GHG without lulucf
Japan,2004,1389593.19,GHG without lulucf
Japan,2003,1392702.15,GHG without lulucf
Japan,2002,1390331.14,GHG without lulucf
Japan,2001,1358715.51,GHG without lulucf
Japan,2000,1386713.84,GHG without lulucf
Japan,1999,1367886.09,GHG without lulucf
Japan,1998,1345840.24,GHG without lulucf
Japan,1997,1389906.99,GHG without lulucf
Japan,1996,1393109.44,GHG without lulucf
Japan,1995,1379924.54,GHG without lulucf
Japan,1994,1358267.68,GHG without lulucf
Japan,1993,1285876.66,GHG without lulucf
Japan,1992,1294404.6,GHG without lulucf
Japan,1991,1280937.7,GHG without lulucf
Japan,1990,1270742.95,GHG without lulucf
Latvia,2014,11373.09,GHG without lulucf
Latvia,2013,11435.77,GHG without lulucf
Latvia,2012,11513.9,GHG without lulucf
Latvia,2011,11624.15,GHG without lulucf
Latvia,2010,12357.47,GHG without lulucf
Latvia,2009,11217.47,GHG without lulucf
Latvia,2008,11936.77,GHG without lulucf
Latvia,2007,12359.04,GHG without lulucf
Latvia,2006,11894.92,GHG without lulucf
Latvia,2005,11374.3,GHG without lulucf
Latvia,2004,11155.28,GHG without lulucf
Latvia,2003,11164.6,GHG without lulucf
Latvia,2002,11005.66,GHG without lulucf
Latvia,2001,11034.15,GHG without lulucf
Latvia,2000,10434.29,GHG without lulucf
Latvia,1999,11009.66,GHG without lulucf
Latvia,1998,11802.14,GHG without lulucf
Latvia,1997,12312.71,GHG without lulucf
Latvia,1996,12876.02,GHG without lulucf
Latvia,1995,12824.99,GHG without lulucf
Latvia,1994,14244.25,GHG without lulucf
Latvia,1993,16149.86,GHG without lulucf
Latvia,1992,19583.51,GHG without lulucf
Latvia,1991,24373.12,GHG without lulucf
Latvia,1990,26353.97,GHG without lulucf
Liechtenstein,2014,204.42,GHG without lulucf
Liechtenstein,2013,234.91,GHG without lulucf
Liechtenstein,2012,228.19,GHG without lulucf
Liechtenstein,2011,218.61,GHG without lulucf
Liechtenstein,2010,231.23,GHG without lulucf
Liechtenstein,2009,245.76,GHG without lulucf
Liechtenstein,2008,260.35,GHG without lulucf
Liechtenstein,2007,240.18,GHG without lulucf
Liechtenstein,2006,269.24,GHG without lulucf
Liechtenstein,2005,265.83,GHG without lulucf
Liechtenstein,2004,264.91,GHG without lulucf
Liechtenstein,2003,264.28,GHG without lulucf
Liechtenstein,2002,254.08,GHG without lulucf
Liechtenstein,2001,247.66,GHG without lulucf
Liechtenstein,2000,248.17,GHG without lulucf
Liechtenstein,1999,257.4,GHG without lulucf
Liechtenstein,1998,260.34,GHG without lulucf
Liechtenstein,1997,249.34,GHG without lulucf
Liechtenstein,1996,236.83,GHG without lulucf
Liechtenstein,1995,234.32,GHG without lulucf
Liechtenstein,1994,230.58,GHG without lulucf
Liechtenstein,1993,244.01,GHG without lulucf
Liechtenstein,1992,236.88,GHG without lulucf
Liechtenstein,1991,236.65,GHG without lulucf
Liechtenstein,1990,229.18,GHG without lulucf
Lithuania,2014,19777.75,GHG without lulucf
Lithuania,2013,19850.83,GHG without lulucf
Lithuania,2012,21112.68,GHG without lulucf
Lithuania,2011,21254.46,GHG without lulucf
Lithuania,2010,20755.13,GHG without lulucf
Lithuania,2009,19935.92,GHG without lulucf
Lithuania,2008,24394.53,GHG without lulucf
Lithuania,2007,25352.35,GHG without lulucf
Lithuania,2006,23378.45,GHG without lulucf
Lithuania,2005,23036.14,GHG without lulucf
Lithuania,2004,21984.41,GHG without lulucf
Lithuania,2003,21203.01,GHG without lulucf
Lithuania,2002,20985.95,GHG without lulucf
Lithuania,2001,20565.4,GHG without lulucf
Lithuania,2000,19605.28,GHG without lulucf
Lithuania,1999,21233.07,GHG without lulucf
Lithuania,1998,23901.38,GHG without lulucf
Lithuania,1997,22971.11,GHG without lulucf
Lithuania,1996,23468.24,GHG without lulucf
Lithuania,1995,22400.51,GHG without lulucf
Lithuania,1994,23234.58,GHG without lulucf
Lithuania,1993,24548.3,GHG without lulucf
Lithuania,1992,30446.82,GHG without lulucf
Lithuania,1991,50233.77,GHG without lulucf
Lithuania,1990,48190.28,GHG without lulucf
Luxembourg,2014,10775.63,GHG without lulucf
Luxembourg,2013,11213.2,GHG without lulucf
Luxembourg,2012,11769.92,GHG without lulucf
Luxembourg,2011,12088.03,GHG without lulucf
Luxembourg,2010,12219.96,GHG without lulucf
Luxembourg,2009,11642.93,GHG without lulucf
Luxembourg,2008,12162.59,GHG without lulucf
Luxembourg,2007,12302.98,GHG without lulucf
Luxembourg,2006,12887.27,GHG without lulucf
Luxembourg,2005,13030.08,GHG without lulucf
Luxembourg,2004,12791.63,GHG without lulucf
Luxembourg,2003,11347.59,GHG without lulucf
Luxembourg,2002,10987.55,GHG without lulucf
Luxembourg,2001,10226.98,GHG without lulucf
Luxembourg,2000,9722.34,GHG without lulucf
Luxembourg,1999,8914.07,GHG without lulucf
Luxembourg,1998,8545.13,GHG without lulucf
Luxembourg,1997,9455.51,GHG without lulucf
Luxembourg,1996,10141.6,GHG without lulucf
Luxembourg,1995,10071.31,GHG without lulucf
Luxembourg,1994,12458.94,GHG without lulucf
Luxembourg,1993,13292.75,GHG without lulucf
Luxembourg,1992,13176.72,GHG without lulucf
Luxembourg,1991,13396.88,GHG without lulucf
Luxembourg,1990,12853.45,GHG without lulucf
Malta,2014,2982.64,GHG without lulucf
Malta,2013,2953.96,GHG without lulucf
Malta,2012,3324.5,GHG without lulucf
Malta,2011,3211.71,GHG without lulucf
Malta,2010,3098.81,GHG without lulucf
Malta,2009,3073.96,GHG without lulucf
Malta,2008,3182.28,GHG without lulucf
Malta,2007,3176.83,GHG without lulucf
Malta,2006,3090.68,GHG without lulucf
Malta,2005,2999.16,GHG without lulucf
Malta,2004,2845.5,GHG without lulucf
Malta,2003,2893.03,GHG without lulucf
Malta,2002,2687.48,GHG without lulucf
Malta,2001,2769.12,GHG without lulucf
Malta,2000,2625.81,GHG without lulucf
Malta,1999,2610.25,GHG without lulucf
Malta,1998,2524.14,GHG without lulucf
Malta,1997,2530.06,GHG without lulucf
Malta,1996,2518.24,GHG without lulucf
Malta,1995,2500.69,GHG without lulucf
Malta,1994,2483.69,GHG without lulucf
Malta,1993,2422.71,GHG without lulucf
Malta,1992,2333.94,GHG without lulucf
Malta,1991,2189.16,GHG without lulucf
Malta,1990,2000.25,GHG without lulucf
Monaco,2013,91.26,GHG without lulucf
Monaco,2012,90.75,GHG without lulucf
Monaco,2011,86.73,GHG without lulucf
Monaco,2010,90.15,GHG without lulucf
Monaco,2009,91.18,GHG without lulucf
Monaco,2008,95.86,GHG without lulucf
Monaco,2007,97.86,GHG without lulucf
Monaco,2006,94.28,GHG without lulucf
Monaco,2005,101.11,GHG without lulucf
Monaco,2004,102.04,GHG without lulucf
Monaco,2003,106.13,GHG without lulucf
Monaco,2002,108.35,GHG without lulucf
Monaco,2001,107.97,GHG without lulucf
Monaco,2000,109.69,GHG without lulucf
Monaco,1999,108.52,GHG without lulucf
Monaco,1998,106.49,GHG without lulucf
Monaco,1997,106.72,GHG without lulucf
Monaco,1996,108.2,GHG without lulucf
Monaco,1995,103.77,GHG without lulucf
Monaco,1994,106.07,GHG without lulucf
Monaco,1993,105.05,GHG without lulucf
Monaco,1992,105.94,GHG without lulucf
Monaco,1991,100.37,GHG without lulucf
Monaco,1990,99.41,GHG without lulucf
Netherlands,2014,186845.43,GHG without lulucf
Netherlands,2013,194825.15,GHG without lulucf
Netherlands,2012,195068.68,GHG without lulucf
Netherlands,2011,199800.72,GHG without lulucf
Netherlands,2010,213523.12,GHG without lulucf
Netherlands,2009,201690.82,GHG without lulucf
Netherlands,2008,207431.2,GHG without lulucf
Netherlands,2007,208086.5,GHG without lulucf
Netherlands,2006,209150.6,GHG without lulucf
Netherlands,2005,214192.53,GHG without lulucf
Netherlands,2004,219075.22,GHG without lulucf
Netherlands,2003,217929.51,GHG without lulucf
Netherlands,2002,217864.64,GHG without lulucf
Netherlands,2001,219830.08,GHG without lulucf
Netherlands,2000,219915.59,GHG without lulucf
Netherlands,1999,221901.3,GHG without lulucf
Netherlands,1998,235258.25,GHG without lulucf
Netherlands,1997,235154.54,GHG without lulucf
Netherlands,1996,242613.34,GHG without lulucf
Netherlands,1995,231711.59,GHG without lulucf
Netherlands,1994,235031.44,GHG without lulucf
Netherlands,1993,231338.87,GHG without lulucf
Netherlands,1992,230078.54,GHG without lulucf
Netherlands,1991,229354.55,GHG without lulucf
Netherlands,1990,221516.17,GHG without lulucf
New Zealand,2014,81104.43,GHG without lulucf
New Zealand,2013,80298.33,GHG without lulucf
New Zealand,2012,80890.36,GHG without lulucf
New Zealand,2011,78941.52,GHG without lulucf
New Zealand,2010,78942.29,GHG without lulucf
New Zealand,2009,78624.7,GHG without lulucf
New Zealand,2008,81020.65,GHG without lulucf
New Zealand,2007,81157.88,GHG without lulucf
New Zealand,2006,83696.75,GHG without lulucf
New Zealand,2005,83666.29,GHG without lulucf
New Zealand,2004,81648.83,GHG without lulucf
New Zealand,2003,82021.59,GHG without lulucf
New Zealand,2002,79617.0,GHG without lulucf
New Zealand,2001,79058.62,GHG without lulucf
New Zealand,2000,76384.69,GHG without lulucf
New Zealand,1999,74264.34,GHG without lulucf
New Zealand,1998,72205.14,GHG without lulucf
New Zealand,1997,74637.99,GHG without lulucf
New Zealand,1996,71834.46,GHG without lulucf
New Zealand,1995,69641.42,GHG without lulucf
New Zealand,1994,68816.58,GHG without lulucf
New Zealand,1993,67631.73,GHG without lulucf
New Zealand,1992,67999.5,GHG without lulucf
New Zealand,1991,66822.62,GHG without lulucf
New Zealand,1990,65828.38,GHG without lulucf
Norway,2014,53190.61,GHG without lulucf
Norway,2013,53585.63,GHG without lulucf
Norway,2012,53872.31,GHG without lulucf
Norway,2011,54308.64,GHG without lulucf
Norway,2010,55299.1,GHG without lulucf
Norway,2009,52699.85,GHG without lulucf
Norway,2008,55440.98,GHG without lulucf
Norway,2007,56966.35,GHG without lulucf
Norway,2006,55071.69,GHG without lulucf
Norway,2005,55291.62,GHG without lulucf
Norway,2004,56214.01,GHG without lulucf
Norway,2003,55665.89,GHG without lulucf
Norway,2002,55060.5,GHG without lulucf
Norway,2001,56145.0,GHG without lulucf
Norway,2000,54883.38,GHG without lulucf
Norway,1999,55476.44,GHG without lulucf
Norway,1998,54499.02,GHG without lulucf
Norway,1997,54333.95,GHG without lulucf
Norway,1996,54411.1,GHG without lulucf
Norway,1995,51411.15,GHG without lulucf
Norway,1994,51704.42,GHG without lulucf
Norway,1993,49802.78,GHG without lulucf
Norway,1992,47778.63,GHG without lulucf
Norway,1991,49586.89,GHG without lulucf
Norway,1990,51921.77,GHG without lulucf
Poland,2014,380037.57,GHG without lulucf
Poland,2013,393091.87,GHG without lulucf
Poland,2012,396983.55,GHG without lulucf
Poland,2011,403271.36,GHG without lulucf
Poland,2010,403598.93,GHG without lulucf
Poland,2009,384946.33,GHG without lulucf
Poland,2008,403146.51,GHG without lulucf
Poland,2007,411240.34,GHG without lulucf
Poland,2006,411535.54,GHG without lulucf
Poland,2005,397413.93,GHG without lulucf
Poland,2004,397602.77,GHG without lulucf
Poland,2003,393065.57,GHG without lulucf
Poland,2002,379645.91,GHG without lulucf
Poland,2001,389931.34,GHG without lulucf
Poland,2000,392275.76,GHG without lulucf
Poland,1999,404031.19,GHG without lulucf
Poland,1998,415621.32,GHG without lulucf
Poland,1997,448855.48,GHG without lulucf
Poland,1996,458480.44,GHG without lulucf
Poland,1995,445272.75,GHG without lulucf
Poland,1994,443218.56,GHG without lulucf
Poland,1993,448350.91,GHG without lulucf
Poland,1992,447713.5,GHG without lulucf
Poland,1991,462432.79,GHG without lulucf
Poland,1990,472995.97,GHG without lulucf
Portugal,2014,65620.01,GHG without lulucf
Portugal,2013,65752.06,GHG without lulucf
Portugal,2012,67558.67,GHG without lulucf
Portugal,2011,69653.82,GHG without lulucf
Portugal,2010,71202.02,GHG without lulucf
Portugal,2009,75810.72,GHG without lulucf
Portugal,2008,78598.9,GHG without lulucf
Portugal,2007,80963.19,GHG without lulucf
